"unix_time","race","arstmade","lat","lng"
1314851520,"B","N",40.710233,-74.017017
1314937800,"Q","N",40.714639,-74.008155
1314955260,"B","N",40.717603,-74.010667
1314893400,"B","N",40.704557,-74.014257
1314969000,"B","N",40.70148,-74.012543
1315010280,"W","N",40.711534,-74.010464
1315008420,"Q","N",40.711534,-74.010464
1315008720,"B","N",40.711534,-74.010464
1315019220,"B","N",40.711534,-74.010464
1315009380,"B","N",40.711534,-74.010464
1315010160,"B","N",40.711534,-74.010464
1315097160,"Q","N",40.711534,-74.010464
1315243800,"W","Y",40.70148,-74.012543
1314898380,"B","Y",40.704557,-74.014257
1315004400,"B","N",40.719396,-74.001883
1315123200,"B","N",40.708082,-74.003401
1315123200,"B","N",40.708082,-74.003401
1315121400,"W","N",40.720376,-74.003261
1315163880,"B","Y",40.720853,-74.003928
1315185600,"W","N",40.724918,-74.001609
1315281900,"W","N",40.705749,-74.008342
1315344300,"B","N",40.720628,-74.005209
1315404600,"B","N",40.704557,-74.014257
1315414200,"B","N",40.704557,-74.014257
1315413600,"B","N",40.703588,-74.013113
1315385700,"B","N",40.709556,-74.006434
1315386900,"W","N",40.710327,-74.009544
1315415100,"B","N",40.711534,-74.010464
1315411800,"W","N",40.715094,-74.015951
1315377900,"B","Y",40.709668,-74.010092
1315377900,"B","Y",40.709668,-74.010092
1315377900,"B","Y",40.709668,-74.010092
1314933000,"B","N",40.71162,-74.006889
1315440600,"B","N",40.716159,-74.010627
1315001700,"B","N",40.722585,-74.006353
1315001700,"B","N",40.722585,-74.006353
1315001700,"B","N",40.722585,-74.006353
1315412100,"B","N",40.70148,-74.012543
1315413600,"W","N",40.70148,-74.012543
1315509300,"Q","N",40.709556,-74.006434
1315515000,"B","N",40.721251,-74.001446
1315515000,"B","N",40.721251,-74.001446
1315515000,"P","N",40.721251,-74.001446
1315515000,"P","N",40.721251,-74.001446
1315515000,"P","N",40.721251,-74.001446
1315612980,"B","N",40.711534,-74.010464
1315676400,"B","N",40.704557,-74.014257
1315623900,"B","N",40.703588,-74.013113
1315499400,"P","N",40.704557,-74.014257
1315690200,"B","N",40.726494,-74.002348
1315782000,"B","N",40.715432,-74.007542
1315783800,"B","N",40.715432,-74.007542
1315535520,"W","Y",40.72626,-74.002554
1315445460,"W","N",40.702663,-74.012879
1315445460,"B","N",40.702663,-74.012879
1315445460,"W","N",40.702663,-74.012879
1315418400,"B","N",40.725511,-74.004029
1315592040,"Q","N",40.70148,-74.012543
1315437600,"B","N",40.725431,-73.99677
1315509600,"B","N",40.719396,-74.001883
1315733400,"A","N",40.709497,-74.01389
1315852800,"A","N",40.714981,-74.016694
1315676460,"W","N",40.70638,-74.009503
1315676100,"A","N",40.720628,-74.005209
1315678560,"Q","N",40.720628,-74.005209
1315752300,"B","N",40.70638,-74.009503
1315855500,"W","N",40.70148,-74.012543
