"unix_time","race","arstmade","lat","lng"
1311547980,"P","N",40.711779,-73.9997
1311810900,"A","N",40.715114,-73.992597
1311842580,"B","N",40.724432,-73.993459
1311353400,"W","N",40.718144,-73.993827
1311621900,"Q","Y",40.713135,-74.004058
1310487000,"Q","N",40.71843,-74.00053
1311201360,"Q","Y",40.717625,-73.993236
1311387900,"B","N",40.717568,-73.993264
1311388800,"P","N",40.719069,-73.993358
1311388800,"Q","N",40.719069,-73.993358
1311388800,"P","N",40.719069,-73.993358
1311409500,"B","N",40.724693,-73.99418
1311720000,"Z","N",40.715158,-74.002113
1311709920,"A","N",40.71375,-73.993983
1311816840,"A","N",40.712462,-73.992309
1311816840,"A","N",40.712462,-73.992309
1311821640,"W","N",40.718045,-73.996039
1311821640,"W","N",40.718045,-73.996039
1311921300,"B","N",40.721221,-73.996695
1311921300,"Q","N",40.721221,-73.996695
1311921300,"Q","N",40.721221,-73.996695
1311613200,"B","Y",40.71762,-74.000274
1311955080,"A","Y",40.719528,-74.00176
1311975300,"Q","N",40.723022,-73.998813
1311996600,"Q","N",40.724951,-73.994909
1311996600,"B","N",40.724951,-73.994909
1311996600,"Q","N",40.724951,-73.994909
1311996600,"P","N",40.724951,-73.994909
1312015800,"Z","N",40.717878,-74.003156
1312072200,"W","N",40.721331,-73.991338
1312093200,"Q","N",40.72365,-73.99102
1312095000,"Q","N",40.718849,-73.992619
1312137000,"B","N",40.715723,-73.993221
1312152300,"B","N",40.722401,-73.991648
1311741900,"A","N",40.712407,-73.993067
1311741900,"A","N",40.712407,-73.993067
1311741900,"A","N",40.712407,-73.993067
1311741900,"A","N",40.712407,-73.993067
1311741900,"A","N",40.712407,-73.993067
1311741900,"A","Y",40.712407,-73.993067
1311884220,"P","Y",40.724235,-73.997784
1311804900,"A","N",40.718144,-73.993827
1311912600,"Q","N",40.711856,-73.998827
1311824700,"Q","Y",40.710599,-74.000797
1311831900,"B","N",40.711856,-73.998827
1311512400,"W","N",40.721317,-73.995573
1311771540,"W","N",40.719791,-73.994249
1311786000,"W","N",40.721797,-73.991969
1311589200,"B","N",40.722072,-73.993351
1311589200,"B","N",40.722072,-73.993351
1310611200,"A","N",40.714933,-73.999642
1310611560,"Z","N",40.714933,-73.999642
1311963300,"B","N",NA,NA
1309766100,"B","N",40.723425,-73.990273
1310083200,"A","N",40.713563,-73.99601
1311908700,"B","N",40.709528,-73.996187
1311908700,"B","N",40.709528,-73.996187
1311587400,"B","Y",40.710909,-73.992028
1311586800,"B","Y",NA,NA
1311942300,"Q","Y",40.722162,-73.989014
1311828000,"B","N",40.710599,-74.000797
1309639560,"B","N",40.739751,-74.002522
1309886400,"B","N",40.731706,-74.000956
1309888800,"B","N",40.731706,-74.000956
1309550520,"W","N",40.73736,-73.996838
1309548720,"B","N",40.73736,-73.996838
1309657320,"B","N",40.739751,-74.002522
1309660620,"B","N",40.739751,-74.002522
1309639500,"B","N",40.73736,-73.996838
1310001600,"W","N",40.731256,-73.99186
1309933080,"P","N",40.733523,-74.003341
1309618200,"W","N",NA,NA
1309592700,"W","N",40.728558,-73.999974
1309592700,"W","N",40.728558,-73.999974
1310012400,"B","Y",40.729518,-74.005137
1310012400,"B","Y",40.729518,-74.005137
1310153400,"B","N",40.73736,-73.996838
1310101020,"B","N",40.73736,-73.996838
1310102220,"B","N",40.739751,-74.002522
1310083980,"B","N",40.739751,-74.002522
1310082120,"B","N",40.739751,-74.002522
