"unix_time","race","arstmade","lat","lng","daystop","monthstop"
1314851520,"B","N",40.710233,-74.017017,1,9
1314937800,"Q","N",40.714639,-74.008155,2,9
1314955260,"B","N",40.717603,-74.010667,2,9
1314893400,"B","N",40.704557,-74.014257,1,9
1314969000,"B","N",40.70148,-74.012543,2,9
1315010280,"W","N",40.711534,-74.010464,2,9
1315008420,"Q","N",40.711534,-74.010464,2,9
1315008720,"B","N",40.711534,-74.010464,2,9
1315019220,"B","N",40.711534,-74.010464,2,9
1315009380,"B","N",40.711534,-74.010464,2,9
1315010160,"B","N",40.711534,-74.010464,2,9
1315097160,"Q","N",40.711534,-74.010464,3,9
1315243800,"W","Y",40.70148,-74.012543,5,9
1314898380,"B","Y",40.704557,-74.014257,1,9
1315004400,"B","N",40.719396,-74.001883,2,9
1315123200,"B","N",40.708082,-74.003401,4,9
1315123200,"B","N",40.708082,-74.003401,4,9
1315121400,"W","N",40.720376,-74.003261,4,9
1315163880,"B","Y",40.720853,-74.003928,4,9
1315185600,"W","N",40.724918,-74.001609,4,9
1315281900,"W","N",40.705749,-74.008342,6,9
1315344300,"B","N",40.720628,-74.005209,6,9
1315404600,"B","N",40.704557,-74.014257,7,9
1315414200,"B","N",40.704557,-74.014257,7,9
1315413600,"B","N",40.703588,-74.013113,7,9
1315385700,"B","N",40.709556,-74.006434,7,9
1315386900,"W","N",40.710327,-74.009544,7,9
1315415100,"B","N",40.711534,-74.010464,7,9
1315411800,"W","N",40.715094,-74.015951,7,9
1315377900,"B","Y",40.709668,-74.010092,7,9
1315377900,"B","Y",40.709668,-74.010092,7,9
1315377900,"B","Y",40.709668,-74.010092,7,9
1314933000,"B","N",40.71162,-74.006889,1,9
1315440600,"B","N",40.716159,-74.010627,7,9
1315001700,"B","N",40.722585,-74.006353,2,9
1315001700,"B","N",40.722585,-74.006353,2,9
1315001700,"B","N",40.722585,-74.006353,2,9
1315412100,"B","N",40.70148,-74.012543,7,9
1315413600,"W","N",40.70148,-74.012543,7,9
1315509300,"Q","N",40.709556,-74.006434,8,9
1315515000,"B","N",40.721251,-74.001446,8,9
1315515000,"B","N",40.721251,-74.001446,8,9
1315515000,"P","N",40.721251,-74.001446,8,9
1315515000,"P","N",40.721251,-74.001446,8,9
1315515000,"P","N",40.721251,-74.001446,8,9
1315612980,"B","N",40.711534,-74.010464,9,9
1315676400,"B","N",40.704557,-74.014257,10,9
1315623900,"B","N",40.703588,-74.013113,9,9
1315499400,"P","N",40.704557,-74.014257,8,9
1315690200,"B","N",40.726494,-74.002348,10,9
1315782000,"B","N",40.715432,-74.007542,11,9
1315783800,"B","N",40.715432,-74.007542,11,9
1315535520,"W","Y",40.72626,-74.002554,8,9
1315445460,"W","N",40.702663,-74.012879,7,9
1315445460,"B","N",40.702663,-74.012879,7,9
1315445460,"W","N",40.702663,-74.012879,7,9
1315418400,"B","N",40.725511,-74.004029,7,9
1315592040,"Q","N",40.70148,-74.012543,9,9
1315437600,"B","N",40.725431,-73.99677,7,9
1315509600,"B","N",40.719396,-74.001883,8,9
1315733400,"A","N",40.709497,-74.01389,11,9
1315852800,"A","N",40.714981,-74.016694,12,9
1315676460,"W","N",40.70638,-74.009503,10,9
1315676100,"A","N",40.720628,-74.005209,10,9
1315678560,"Q","N",40.720628,-74.005209,10,9
1315752300,"B","N",40.70638,-74.009503,11,9
1315855500,"W","N",40.70148,-74.012543,12,9
1315660800,"Q","N",40.72188,-74.00272,10,9
1315483800,"W","N",40.703588,-74.013113,8,9
1315947180,"B","Y",40.709556,-74.006434,13,9
1315864800,"B","N",40.71552,-74.009238,12,9
1315782000,"B","N",40.72034,-74.002222,11,9
1315951200,"B","N",40.719396,-74.001883,13,9
1316016180,"A","N",40.719588,-74.002171,14,9
1315660500,"B","N",40.725511,-74.004029,10,9
1315684800,"A","N",40.720628,-74.005209,10,9
1315676700,"U","N",40.709556,-74.006434,10,9
1315678200,"B","N",40.71552,-74.009238,10,9
1315938300,"B","N",40.711534,-74.010464,13,9
1315837200,"B","N",40.709556,-74.006434,12,9
1316059500,"B","N",40.712352,-74.008891,15,9
1316107200,"W","N",40.709146,-74.013082,15,9
1316096100,"W","N",40.70148,-74.012543,15,9
1316024820,"W","N",40.709832,-74.014669,14,9
1316100600,"B","N",40.704982,-74.012046,15,9
1315968360,"B","N",40.723625,-74.004787,13,9
1315859700,"W","N",40.709146,-74.013082,12,9
1315970580,"W","N",40.725431,-73.99677,13,9
1315872300,"W","N",40.709146,-74.013082,12,9
1315858800,"Q","N",40.709146,-74.013082,12,9
1315578900,"W","N",40.709709,-74.012837,9,9
1315953300,"W","N",40.710927,-74.014262,13,9
1315724700,"B","N",40.711534,-74.010464,11,9
1316097600,"Q","N",40.70148,-74.012543,15,9
1316098920,"B","N",40.70148,-74.012543,15,9
1316127600,"Q","N",40.720628,-74.005209,15,9
1316017800,"Q","N",40.71552,-74.009238,14,9
1316116800,"B","Y",40.710327,-74.009544,15,9
1316066940,"W","N",40.703588,-74.013113,15,9
1316126220,"A","N",40.709146,-74.013082,15,9
1316124000,"A","N",40.709305,-74.011935,15,9
1316323800,"W","N",40.706176,-74.017929,18,9
1316365200,"A","N",40.719396,-74.001883,18,9
1315831500,"W","N",40.710134,-74.012646,12,9
1316334600,"B","N",40.708529,-74.006189,18,9
1315831500,"W","N",40.710134,-74.012646,12,9
1316276520,"A","N",40.723746,-74.006115,17,9
1316065500,"W","N",40.7276,-74.002612,15,9
1315669500,"B","N",40.725431,-73.99677,10,9
1316124000,"A","N",40.709305,-74.011935,15,9
1316334420,"B","N",40.707903,-74.006019,18,9
1316334420,"B","N",40.707903,-74.006019,18,9
1316124000,"A","N",40.709305,-74.011935,15,9
1316286900,"W","N",40.709492,-74.01024,17,9
1316151600,"W","N",40.710927,-74.014262,16,9
1316286900,"W","N",40.709492,-74.01024,17,9
1316286900,"W","N",40.709492,-74.01024,17,9
1316286900,"W","N",40.709492,-74.01024,17,9
1316205600,"A","N",NA,NA,16,9
1316286900,"W","N",40.709492,-74.01024,17,9
1316286900,"W","N",40.709492,-74.01024,17,9
1316286900,"W","N",40.709492,-74.01024,17,9
1316212200,"A","N",40.709832,-74.014669,16,9
1316235000,"A","N",40.719777,-74.006807,17,9
1316013000,"Q","N",40.720628,-74.005209,14,9
1316020200,"Q","N",40.703588,-74.013113,14,9
1316467800,"P","N",40.706707,-74.00233,19,9
1316429100,"B","N",40.704557,-74.014257,19,9
1316200200,"Q","Y",40.7223,-73.999437,16,9
1316402700,"Q","N",40.709497,-74.01389,18,9
1316409480,"B","N",40.70628,-74.017886,19,9
1316454000,"B","N",40.709146,-74.013082,19,9
1316466300,"W","N",40.710134,-74.012646,19,9
1316412000,"Q","N",40.709146,-74.013082,19,9
1316412000,"W","N",40.709146,-74.013082,19,9
1316471100,"Q","N",40.710927,-74.014262,19,9
1316447100,"B","N",40.720628,-74.005209,19,9
1316331600,"W","N",40.709305,-74.011935,18,9
1316299800,"W","N",40.712723,-74.009667,17,9
1316302620,"B","N",40.710927,-74.014262,17,9
1316545800,"B","N",40.720244,-74.003062,20,9
1316545800,"B","N",40.720244,-74.003062,20,9
1315377120,"Q","Y",40.709805,-74.009987,7,9
1316302620,"W","N",40.710927,-74.014262,17,9
1316463480,"W","N",40.707694,-74.0102,19,9
1315377120,"Q","Y",40.709805,-74.009987,7,9
1316525280,"Q","N",40.722231,-74.000775,20,9
1316564880,"Q","N",40.709305,-74.011935,20,9
1316525100,"P","N",40.722231,-74.000775,20,9
1316645400,"W","N",40.720376,-74.003261,21,9
1316541600,"Q","N",40.722994,-74.001049,20,9
1316635200,"B","N",40.725511,-74.004029,21,9
1316534700,"B","N",40.72488,-74.002619,20,9
1316534700,"B","N",40.72488,-74.002619,20,9
1316534700,"B","N",40.72488,-74.002619,20,9
1316534700,"B","N",40.72488,-74.002619,20,9
1316654400,"Q","Y",40.714927,-74.007939,21,9
1315905900,"Q","N",40.720628,-74.005209,13,9
1315905900,"Q","N",40.720628,-74.005209,13,9
1315905900,"Q","N",40.720628,-74.005209,13,9
1315905900,"Q","N",40.720628,-74.005209,13,9
1315905900,"Q","N",40.720628,-74.005209,13,9
1316097600,"Q","N",40.703317,-74.007765,15,9
1316102640,"U","N",40.725511,-74.004029,15,9
1316728200,"B","N",40.720376,-74.003261,22,9
1316642400,"W","N",40.714164,-74.006309,21,9
1315702800,"B","N",40.713691,-74.013754,10,9
1316562600,"Q","N",40.704656,-74.013287,20,9
1314927300,"W","N",40.712064,-74.010154,1,9
1314927300,"W","N",40.712064,-74.010154,1,9
1315407000,"P","N",40.725511,-74.004029,7,9
1315426800,"A","N",40.709305,-74.011935,7,9
1315438800,"Q","N",40.706766,-74.012508,7,9
1315438800,"Q","N",40.706766,-74.012508,7,9
1315533360,"W","N",40.709146,-74.013082,8,9
1315609200,"A","N",40.709687,-74.011672,9,9
1315639800,"W","N",40.71137,-74.008613,10,9
1315634400,"B","N",40.707771,-74.012963,10,9
1315660860,"W","N",40.717188,-74.012892,10,9
1315681620,"Q","N",NA,NA,10,9
1315681740,"Q","N",40.705092,-74.016453,10,9
1315682100,"B","N",40.711935,-74.009843,10,9
1315743180,"W","N",40.714362,-74.008386,11,9
1316625600,"W","N",40.710134,-74.012646,21,9
1316724540,"W","N",40.710392,-74.014456,22,9
