"unix_time","race","arstmade","lat","lng","daystop","monthstop"
1317441600,"B","N",40.664315,-73.907803,1,10
1317441600,"P","N",40.787831,-73.943798,1,10
1317441840,"B","N",40.59658,-73.772479,1,10
1317441900,"B","N",40.59658,-73.772479,1,10
1317441900,"B","N",40.596515,-73.772486,1,10
1317441900,"B","N",40.80333,-73.948726,1,10
1317441900,"B","N",40.694967,-73.97327,1,10
1317441900,"Q","N",40.723999,-73.820377,1,10
1317442080,"P","N",40.753263,-73.864447,1,10
1317442080,"Q","N",40.753263,-73.864447,1,10
1317442200,"B","N",40.828633,-73.90536,1,10
1317442200,"B","N",40.59683,-73.772557,1,10
1317442200,"P","N",40.837368,-73.887759,1,10
1317442200,"P","N",40.837368,-73.887759,1,10
1317442200,"P","N",40.837368,-73.887759,1,10
1317442200,"P","N",40.837368,-73.887759,1,10
1317442200,"Q","N",40.59683,-73.772557,1,10
1317442260,"Q","N",40.820847,-73.86699,1,10
1317442320,"B","Y",40.810441,-73.938057,1,10
1317442380,"B","N",40.795097,-73.941116,1,10
1317442440,"Q","N",40.752512,-73.867264,1,10
1317442440,"Q","N",40.752512,-73.867264,1,10
1317442500,"B","N",40.828633,-73.90536,1,10
1317442500,"A","N",40.760512,-73.829133,1,10
1317442500,"B","N",40.59683,-73.772557,1,10
1317442500,"B","N",40.68949,-73.922069,1,10
1317442500,"B","N",40.693158,-73.970704,1,10
1317442500,"I","N",40.693158,-73.970704,1,10
1317442500,"Q","N",40.750138,-73.880594,1,10
1317442500,"Q","N",40.750138,-73.880594,1,10
1317442500,"Q","N",40.693158,-73.970704,1,10
1317442500,"U","N",40.59683,-73.772557,1,10
1317442500,"U","N",40.785804,-73.972671,1,10
1317442560,"Q","N",40.580064,-73.842356,1,10
1317442680,"B","N",40.749898,-73.868825,1,10
1317442800,"B","N",40.689133,-73.951317,1,10
1317442800,"B","N",40.695742,-73.939516,1,10
1317443100,"B","N",40.666259,-73.90549,1,10
1317443100,"B","N",40.763625,-73.997065,1,10
1317443100,"B","N",40.59887,-73.75417,1,10
1317443100,"B","N",40.59683,-73.772557,1,10
1317443100,"B","N",40.596866,-73.772542,1,10
1317443100,"B","N",40.684503,-73.926384,1,10
1317443100,"B","N",40.666259,-73.90549,1,10
1317443100,"P","N",40.69442,-73.931346,1,10
1317443100,"Q","N",40.697164,-73.906845,1,10
1317443280,"B","N",40.87144,-73.867157,1,10
1317443400,"B","N",40.713886,-73.959797,1,10
1317443400,"B","N",40.709404,-74.014828,1,10
1317443400,"B","N",40.618366,-74.079846,1,10
1317443400,"B","N",NA,NA,1,10
1317443400,"B","N",40.709404,-74.014828,1,10
1317443400,"B","N",40.667333,-73.908923,1,10
1317443400,"W","N",40.644535,-74.087063,1,10
1317443400,"W","N",40.756568,-73.990275,1,10
1317443400,"W","N",40.724583,-73.987502,1,10
1317443460,"B","N",40.68904,-73.958698,1,10
1317443460,"B","N",40.68904,-73.958698,1,10
1317443460,"Q","N",NA,NA,1,10
1317443460,"Q","N",NA,NA,1,10
1317443460,"Z","N",NA,NA,1,10
1317443520,"P","N",40.752782,-73.854977,1,10
1317443520,"B","N",40.752782,-73.854977,1,10
1317443520,"P","N",40.752782,-73.854977,1,10
1317443580,"B","N",40.6891,-73.958161,1,10
1317443580,"B","N",40.6891,-73.958161,1,10
1317443700,"B","N",40.831211,-73.850871,1,10
1317443700,"B","N",40.691122,-73.802266,1,10
1317443700,"B","N",40.691122,-73.802266,1,10
1317443700,"B","N",40.614917,-74.081967,1,10
1317443700,"B","N",40.691122,-73.802266,1,10
1317443700,"B","N",40.846292,-73.919438,1,10
1317443700,"B","N",40.846292,-73.919438,1,10
1317443700,"P","N",40.846292,-73.919438,1,10
1317443700,"P","N",40.846292,-73.919438,1,10
1317443700,"P","N",40.846292,-73.919438,1,10
1317443700,"P","N",40.846292,-73.919438,1,10
1317443700,"P","N",40.846292,-73.919438,1,10
1317443700,"P","N",40.742518,-73.916915,1,10
1317443700,"P","N",40.846292,-73.919438,1,10
1317443700,"Q","N",40.742518,-73.916915,1,10
1317443700,"Q","N",40.742518,-73.916915,1,10
1317443700,"U","N",40.846292,-73.919438,1,10
1317443820,"Q","N",40.695933,-73.904665,1,10
1317443820,"Q","N",40.695933,-73.904665,1,10
1317444000,"B","N",40.6377,-74.088041,1,10
1317444000,"B","N",40.695933,-73.904665,1,10
1317444000,"B","N",40.644732,-73.955515,1,10
1317444000,"B","N",40.644732,-73.955515,1,10
1317444000,"B","N",40.793278,-73.948756,1,10
1317444000,"Q","N",40.846239,-73.918177,1,10
1317444000,"U","N",40.7542,-73.867636,1,10
1317444000,"U","N",40.7542,-73.867636,1,10
1317444060,"A","N",40.687327,-73.950972,1,10
1317444060,"B","N",40.725695,-73.974557,1,10
1317444060,"B","N",40.725695,-73.974557,1,10
1317444060,"B","N",40.687327,-73.950972,1,10
1317444120,"B","N",40.753191,-73.856662,1,10
1317444120,"B","N",40.753191,-73.856662,1,10
1317444180,"Q","N",40.829824,-73.907722,1,10
1317444180,"Q","N",40.829824,-73.907722,1,10
1317444300,"Q","N",40.829824,-73.907722,1,10
1317444300,"Q","N",40.744365,-73.913705,1,10
1317444300,"B","Y",40.7674,-73.982379,1,10
1317444300,"B","Y",40.79939,-73.947379,1,10
1317444300,"B","N",40.67526,-73.882022,1,10
1317444300,"P","N",40.848462,-73.914057,1,10
1317444300,"Q","N",40.701401,-73.92093,1,10
1317444300,"Q","N",40.744365,-73.913705,1,10
1317444300,"Q","N",40.696079,-73.973458,1,10
1317444300,"W","N",40.70713,-73.903257,1,10
1317444300,"W","N",40.70713,-73.903257,1,10
1317444300,"W","N",40.70713,-73.903257,1,10
1317444300,"W","N",40.70713,-73.903257,1,10
1317444480,"B","N",40.578936,-73.985211,1,10
1317444600,"B","N",40.831259,-73.935732,1,10
1317444600,"B","N",40.694377,-73.80376,1,10
1317444600,"B","N",40.675411,-73.937743,1,10
1317444600,"P","N",40.848608,-73.913967,1,10
1317444600,"Q","N",40.749054,-73.870526,1,10
1317444720,"B","N",40.666697,-73.767128,1,10
1317444900,"B","N",40.796545,-73.948526,1,10
1317444900,"B","N",40.683691,-73.76391,1,10
1317444900,"B","N",40.847558,-73.916224,1,10
1317444900,"B","N",40.847558,-73.916224,1,10
1317444900,"Q","N",40.831057,-73.905841,1,10
1317444900,"Q","N",NA,NA,1,10
1317444960,"B","N",40.754918,-73.864263,1,10
1317445200,"B","N",40.694066,-73.801417,1,10
1317445200,"B","N",40.803167,-73.952552,1,10
1317445200,"B","N",40.612676,-74.083077,1,10
1317445200,"B","N",40.848431,-73.912977,1,10
1317445200,"B","N",40.703914,-73.940893,1,10
1317445200,"I","N",40.606014,-74.005167,1,10
1317445200,"P","N",40.75226,-73.868207,1,10
1317445200,"P","N",40.809629,-73.890035,1,10
1317445200,"P","N",40.846292,-73.919438,1,10
1317445200,"Q","N",40.803941,-73.915708,1,10
1317445200,"Q","N",40.75226,-73.868207,1,10
1317445200,"Q","N",40.809629,-73.890035,1,10
1317445200,"Q","N",40.809629,-73.890035,1,10
1317445200,"W","N",40.604337,-74.00691,1,10
