"unix_time","race","arstmade","lat","lng","daystop","monthstop"
1312185600,"B","N",40.71552,-74.009238,1,8
1312184400,"B","N",40.71552,-74.009238,1,8
1312187280,"B","N",40.71552,-74.009238,1,8
1312185600,"B","N",40.71552,-74.009238,1,8
1312251240,"W","N",40.708277,-74.005067,1,8
1312188540,"B","N",40.711534,-74.010464,1,8
1312306800,"W","N",40.70148,-74.012543,2,8
1312306800,"W","N",40.70148,-74.012543,2,8
1312308000,"B","N",40.70148,-74.012543,2,8
1312299000,"W","N",40.704557,-74.014257,2,8
1312338000,"B","N",40.724633,-73.998585,2,8
1312337400,"W","N",40.721251,-74.001446,2,8
1312344780,"B","N",40.71137,-74.008613,3,8
1312325700,"B","N",40.720853,-74.003928,2,8
1312307400,"B","N",40.723167,-73.999123,2,8
1312307400,"B","N",40.723167,-73.999123,2,8
1312479000,"W","N",40.705183,-74.007393,4,8
1312564800,"B","N",40.704557,-74.014257,5,8
1312530120,"B","N",40.711534,-74.010464,5,8
1312523280,"P","N",40.711534,-74.010464,5,8
1312524840,"B","N",40.711534,-74.010464,5,8
1312528740,"B","N",40.711534,-74.010464,5,8
1312526580,"B","N",40.711534,-74.010464,5,8
1312528260,"B","N",40.711534,-74.010464,5,8
1312530900,"B","N",40.711534,-74.010464,5,8
1312530420,"B","N",40.711534,-74.010464,5,8
1312523580,"W","N",40.711534,-74.010464,5,8
1312593000,"B","N",40.720041,-74.003917,5,8
1312593000,"B","N",40.720041,-74.003917,5,8
1312593000,"B","N",40.720041,-74.003917,5,8
1312593000,"B","N",40.720041,-74.003917,5,8
1312210500,"Q","N",40.713135,-74.004058,1,8
1312712700,"B","Y",40.711534,-74.010464,7,8
1312710000,"B","N",40.711534,-74.010464,7,8
1312707000,"B","N",40.71022,-74.007744,7,8
1312469400,"Q","N",40.720628,-74.005209,4,8
1312470000,"W","N",40.720628,-74.005209,4,8
1312666500,"B","N",40.728604,-74.005314,6,8
1312384200,"W","N",40.720628,-74.005209,3,8
1312389000,"A","N",40.703588,-74.013113,3,8
1312651980,"B","N",40.719127,-74.006937,6,8
1312651920,"B","N",40.719127,-74.006937,6,8
1312474200,"B","N",40.711534,-74.010464,4,8
1312478400,"B","N",40.70148,-74.012543,4,8
1312425300,"B","N",40.719127,-74.006937,3,8
1312417680,"B","N",40.711534,-74.010464,3,8
1312417680,"B","N",40.711534,-74.010464,3,8
1312423200,"Q","N",40.70148,-74.012543,3,8
1312407600,"B","N",40.711534,-74.010464,3,8
1312387320,"B","N",40.711534,-74.010464,3,8
1312387680,"W","N",40.70148,-74.012543,3,8
1312391100,"B","N",40.70148,-74.012543,3,8
1312391400,"W","N",40.70148,-74.012543,3,8
1312395300,"Q","N",40.704557,-74.014257,3,8
1312819200,"B","N",40.70148,-74.012543,8,8
1312818600,"B","N",40.70148,-74.012543,8,8
1312817700,"Q","N",40.707755,-74.011704,8,8
1312816800,"B","N",40.710327,-74.009544,8,8
1312850760,"B","N",40.709497,-74.01745,8,8
1312901100,"B","N",40.719396,-74.001883,9,8
1312901100,"B","N",40.719396,-74.001883,9,8
1312573080,"W","N",40.723307,-74.002979,5,8
1312651740,"B","N",40.722253,-74.005912,6,8
1312934400,"W","N",40.725967,-73.999617,9,8
1312918800,"B","N",40.724671,-73.999613,9,8
1312593000,"B","N",40.720041,-74.003917,5,8
1312593000,"B","N",40.720041,-74.003917,5,8
1312593000,"B","N",40.720041,-74.003917,5,8
1313004960,"Q","N",40.70148,-74.012543,10,8
1313001000,"B","N",40.724268,-74.00474,10,8
1313008800,"Q","N",40.712583,-74.009782,10,8
1313004660,"B","N",40.70148,-74.012543,10,8
1312959600,"Q","N",40.704019,-74.011577,10,8
1313059500,"W","N",40.725648,-74.001998,11,8
1313059500,"W","N",40.725648,-74.001998,11,8
1313059500,"W","N",40.725648,-74.001998,11,8
1312912800,"B","N",40.713135,-74.004058,9,8
1312999800,"B","N",40.70148,-74.012543,10,8
1312993500,"W","Y",40.704557,-74.014257,10,8
1312989000,"B","N",40.710327,-74.009544,10,8
1312988400,"Q","N",40.710368,-74.011232,10,8
1312989300,"B","N",40.710327,-74.009544,10,8
1312563600,"Q","N",40.711534,-74.010464,5,8
1312987500,"B","N",40.711534,-74.010464,10,8
1312991400,"Q","N",40.70148,-74.012543,10,8
1313005500,"P","N",40.704557,-74.014257,10,8
1312900260,"Q","N",40.70148,-74.012543,9,8
1313128140,"B","N",40.711534,-74.010464,12,8
1313131260,"P","N",40.711534,-74.010464,12,8
1313132220,"B","N",40.711534,-74.010464,12,8
1313134440,"B","N",40.711534,-74.010464,12,8
1313125080,"B","N",40.711534,-74.010464,12,8
1313126220,"Q","N",40.711534,-74.010464,12,8
1313130240,"W","N",40.711534,-74.010464,12,8
1313132820,"B","N",40.711534,-74.010464,12,8
1313136660,"B","N",40.711534,-74.010464,12,8
1313223000,"B","N",40.711534,-74.010464,13,8
1313220360,"Q","N",40.711534,-74.010464,13,8
1313130600,"B","N",40.711534,-74.010464,12,8
1313214540,"B","N",40.711534,-74.010464,13,8
1313212320,"B","N",40.711534,-74.010464,13,8
1313075100,"U","N",40.70148,-74.012543,11,8
1312851600,"Q","N",40.711534,-74.010464,8,8
1312782000,"P","N",40.706248,-74.003137,8,8
1313352960,"P","Y",40.710802,-74.003412,14,8
1313323200,"B","N",40.708833,-74.016242,14,8
1313323200,"B","N",40.708833,-74.016242,14,8
1313107200,"B","N",40.719733,-74.002377,11,8
1313383080,"W","N",40.722253,-74.005912,15,8
1313383080,"Q","N",40.722253,-74.005912,15,8
1312618500,"Q","N",40.707903,-74.000122,6,8
1312618500,"Q","N",40.707903,-74.000122,6,8
1313415900,"B","N",40.728604,-74.005314,15,8
1313430000,"Q","N",40.71022,-74.007744,15,8
1313303820,"B","N",40.711534,-74.010464,14,8
1312441500,"B","N",40.70148,-74.012543,4,8
1313505900,"B","N",40.728604,-74.005314,16,8
1313485800,"B","N",40.703588,-74.013113,16,8
1313427540,"B","N",40.711534,-74.010464,15,8
1313429700,"B","N",40.708699,-74.007285,15,8
1313456400,"B","N",40.713055,-74.007225,15,8
1312895400,"W","N",40.70148,-74.012543,9,8
1313548560,"B","N",40.722717,-74.004448,16,8
1313610060,"B","N",40.72379,-73.998174,17,8
1313610060,"B","N",40.72379,-73.998174,17,8
1313625300,"B","N",40.70148,-74.012543,17,8
1313626200,"B","N",40.70148,-74.012543,17,8
1313626620,"B","N",40.71552,-74.009238,17,8
1313689800,"W","N",40.711534,-74.010464,18,8
1313690700,"B","N",40.711534,-74.010464,18,8
1313683500,"Q","N",40.70148,-74.012543,18,8
1313686680,"B","N",40.70148,-74.012543,18,8
1313282700,"A","N",40.720628,-74.005209,13,8
1313428200,"B","N",40.704557,-74.014257,15,8
1313418120,"B","N",40.711534,-74.010464,15,8
1313789100,"B","N",40.704557,-74.014257,19,8
1313821800,"B","N",40.711534,-74.010464,20,8
1313820900,"B","N",40.711534,-74.010464,20,8
1313819640,"B","N",40.711534,-74.010464,20,8
1313818920,"B","N",40.711534,-74.010464,20,8
1313619300,"B","N",40.704557,-74.014257,17,8
1313933400,"B","N",40.711534,-74.010464,21,8
1313680800,"B","N",40.711534,-74.010464,18,8
1313756100,"B","N",40.728604,-74.005314,19,8
1313610060,"B","N",40.72379,-73.998174,17,8
1313774100,"Q","N",40.726337,-74.000432,19,8
1314019800,"B","N",40.720118,-74.002402,22,8
1314076320,"A","N",40.706248,-74.003137,23,8
1314076320,"A","N",40.706248,-74.003137,23,8
1314028800,"W","N",40.711534,-74.010464,22,8
1313629800,"B","N",40.714743,-74.007564,17,8
1313798100,"B","Y",40.710327,-74.009544,19,8
1314162000,"W","N",40.721054,-74.004859,24,8
1314163320,"W","N",40.72488,-74.002619,24,8
1314163320,"W","N",40.72488,-74.002619,24,8
1313784600,"B","N",40.711534,-74.010464,19,8
1313666100,"B","N",40.704557,-74.014257,18,8
1313679300,"Q","N",40.710327,-74.009544,18,8
1313679300,"Q","N",40.710327,-74.009544,18,8
1314190800,"Q","N",40.70148,-74.012543,24,8
1314216660,"B","N",40.720628,-74.005209,24,8
1314200700,"B","N",40.713135,-74.004058,24,8
1314199200,"B","N",40.724029,-74.002384,24,8
1314228600,"A","N",40.707549,-74.009947,24,8
1314203520,"B","N",40.704557,-74.014257,24,8
1314228600,"Q","N",40.707549,-74.009947,24,8
1314154200,"W","N",40.725824,-74.01104,23,8
1314154200,"A","N",40.725824,-74.01104,23,8
1314111300,"Q","N",40.707755,-74.011704,23,8
1314158700,"P","N",40.703588,-74.013113,24,8
1314158700,"Q","N",40.703588,-74.013113,24,8
1314294900,"B","N",40.70148,-74.012543,25,8
1314281400,"Q","N",40.703588,-74.013113,25,8
1314325380,"B","N",40.714946,-74.009681,25,8
1314333900,"B","Y",40.709556,-74.006434,26,8
1314318480,"B","N",40.720376,-74.003261,25,8
1314423720,"W","N",40.707464,-74.004039,27,8
1314596520,"W","N",40.70767,-74.003109,29,8
1314423720,"W","N",40.70767,-74.003109,27,8
1314151200,"B","N",40.712531,-74.007665,23,8
1314218820,"B","N",40.720557,-74.00351,24,8
1314218700,"B","N",40.720557,-74.00351,24,8
1314218520,"B","N",40.719753,-74.002373,24,8
1314190560,"B","N",40.704557,-74.014257,24,8
1314307800,"B","N",40.720211,-74.003015,25,8
1314296400,"W","N",40.725006,-73.999343,25,8
1314296100,"B","N",40.720628,-74.005209,25,8
1314296400,"B","N",40.725006,-73.999343,25,8
1314608400,"W","N",40.720436,-74.006695,29,8
1314288600,"B","N",40.720628,-74.005209,25,8
1314288600,"B","N",40.720628,-74.005209,25,8
1314396300,"B","N",40.710327,-74.009544,26,8
1314396300,"B","N",40.710327,-74.009544,26,8
1314393960,"B","N",40.709556,-74.006434,26,8
1314394440,"B","N",40.709556,-74.006434,26,8
1314654300,"W","N",40.703588,-74.013113,29,8
1314661920,"Q","N",40.703588,-74.013113,29,8
1314625800,"I","N",40.709965,-74.007217,29,8
1314732600,"B","N",40.70148,-74.012543,30,8
1314729900,"B","N",40.704557,-74.014257,30,8
1314704100,"B","N",40.71995,-74.003975,30,8
1313610060,"B","N",40.72379,-73.998174,17,8
1314209100,"B","N",40.725511,-74.004029,24,8
1313686800,"Q","N",40.716302,-74.010966,18,8
1314825300,"B","N",40.718026,-74.003044,31,8
1314802800,"B","N",40.710327,-74.009544,31,8
1314802800,"B","N",40.710327,-74.009544,31,8
1314830700,"B","N",40.710327,-74.009544,31,8
1314826500,"W","N",40.710327,-74.009544,31,8
