"uid","year","pct","ser_num","datestop","timestop","recstat","inout","trhsloc","perobs","crimsusp","perstop","typeofid","explnstp","othpers","arstmade","arstoffn","sumissue","sumoffen","compyear","comppct","offunif","officrid","frisked","searched","contrabn","adtlrept","pistol","riflshot","asltweap","knifcuti","machgun","othrweap","pf_hands","pf_wall","pf_grnd","pf_drwep","pf_ptwep","pf_baton","pf_hcuff","pf_pepsp","pf_other","radio","ac_rept","ac_inves","rf_vcrim","rf_othsw","ac_proxm","rf_attir","cs_objcs","cs_descr","cs_casng","cs_lkout","rf_vcact","cs_cloth","cs_drgtr","ac_evasv","ac_assoc","cs_furtv","rf_rfcmp","ac_cgdir","rf_verbl","cs_vcrim","cs_bulge","cs_other","ac_incid","ac_time","rf_knowl","ac_stsnd","ac_other","sb_hdobj","sb_outln","sb_admis","sb_other","repcmd","revcmd","rf_furt","rf_bulg","offverb","offshld","forceuse","sex","race","dob","age","ht_feet","ht_inch","weight","haircolr","eyecolor","build","othfeatr","addrtyp","rescode","premtype","premname","addrnum","stname","stinter","crossst","aptnum","city","state","zip","addrpct","sector","beat","post","xcoord","ycoord","dettypcm","linecm","detailcm","monthstop","daystop","yearstop","hourstop","minutestop","lng","lat","unix_time","X","ntaname","ntacode"
"I209",2011,67,12,1012011,220,"1","O","P",10,"FEL",5,"P","Y","Y","N"," ","N"," ",0,0,"Y"," ","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","Y","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","Y","Y","Y","N","Y","N","N","N","N","N",164,164,"N","N"," "," ",NA,"M","B",12311900,20,6,4,220,"BK","BR","H"," ","R",NA,NA,"DRIVEWAY","198","EAST 96 STREET","CLARKSON AVENUE","WINTHROP STREET",NA,"BROOKLYN",NA,NA,67,"N"," ",NA,1005873,180332,"CM",1,20,1,1,2011,2,20,-73.922062,40.661619,1293866400,203,"Rugby-Remsen Village","BK96"
"I210",2011,30,13,1012011,220,"A","O","P",1,"FEL/CPW",2,"V","Y","N","N"," ","N"," ",0,0,"Y"," ","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","Y","N","N","N","N","Y","N","Y","N","Y","N","N","N","N","Y","Y","N","N","N","N","N","N","N",30,30,"Y","N"," "," ",NA,"M","P",12311900,40,5,5,140,"BK","BR","M"," ","R",NA,NA,"P SIDEWALK","3671","BROADWAY","WEST 152 STREET","WEST 151 STREET",NA,"MANHATTAN",NA,NA,30,"F"," ",25,998818,241922,"CM",1,20,1,1,2011,2,20,-73.947358,40.830683,1293866400,204,"Hamilton Heights","MN04"
"I211",2011,18,1,1012011,225,"1","I","T",1,"MISDEMEANOR",2,"V","Y","N","N"," ","N"," ",0,0,"Y"," ","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",873,873,"N","N"," "," ",NA,"F","W",3251957,53,5,7,220,"BR","BL","M"," ","R",NA,NA,"MEZZANINE"," "," ","AVENUE OF THE AMERICAS","WEST 47 STREET",NA,"MANHATTAN",NA,NA,18,"D"," ",NA,989294,215445,"CM",1,9,1,1,2011,2,25,-73.981793,40.758021,1293866700,205,"Midtown-Midtown South","MN17"
"I212",2011,45,308,1012011,225,"A","O","P",1,"FEL",5,"V","Y","N","N"," ","N"," ",0,0,"N"," ","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","Y","Y","N","N","N","Y","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N",45,45,"Y","N","V","S",NA,"M","B",7151984,26,6,2,190,"BK","BK","M"," ","R",NA,NA,"STREET"," "," ","DEWEY AVENUE","EAST TREMONT AVENUE",NA,"BRONX",NA,NA,45,"B"," ",NA,1034273,238949,"CM",1,85,1,1,2011,2,25,-73.819262,40.822393,1293866700,206,"Schuylerville-Throgs Neck-Edgewater Park","BX52"
"I213",2011,23,203,1012011,225,"1","I","P",7,"MISD",3,"P","Y","N","N"," ","N"," ",0,0,"Y"," ","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","N","N","Y","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N",23,23,"Y","Y"," "," ",NA,"M","B",12311900,17,5,9,150,"BK","BR","T"," ","R",NA,NA,"LOBBY","210","EAST 102 STREET","2 AVENUE","3 AVENUE",NA,"MANHATTAN",NA,NA,23,"B"," ",NA,999185,226656,"CM",1,31,1,1,2011,2,25,-73.946065,40.788781,1293866700,207,"East Harlem South","MN33"
"I214",2011,23,110,1012011,225,"1","O","H",1,"ASSAULT",5,"R","Y","N","N"," ","N"," ",0,0,"Y"," ","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","Y","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N",23,23,"Y","N"," "," ",NA,"M","P",12311900,18,5,8,180,"BK","BR","H"," ","R",NA,NA,"STREET"," "," ","2 AVENUE","EAST 112 STREET",NA,"MANHATTAN",NA,NA,23,"G"," ",NA,1000966,228729,"CM",1,9,1,1,2011,2,25,-73.939628,40.794468,1293866700,208,"East Harlem North","MN34"
"I215",2011,30,42,1012011,225,"A","O","P",3,"CPW",3,"P","Y","N","N"," ","N"," ",0,0,"N"," ","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","Y","Y","N","N","Y","Y","N","N","N","N","N","Y","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N",30,30,"Y","N","V","S",NA,"M","Q",12241992,18,5,7,160,"BK","BR","M"," ","R",NA,NA,"STREET"," "," ","SAINT NICHOLAS AVENUE","WEST 147 STREET",NA,"MANHATTAN",NA,NA,30,"D"," ",NA,999800,239973,"CM",1,20,1,1,2011,2,25,-73.943814,40.825332,1293866700,209,"Hamilton Heights","MN04"
"I216",2011,30,12,1012011,225,"A","I","P",1,"MISD/ASSAULT",10,"V","Y","N","N"," ","N"," ",0,0,"Y"," ","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N",30,30,"N","N"," "," ",NA,"M","Q",12311900,40,5,8,155,"BK","BR","M"," ","R",NA,NA,"STAIRWAY","600","WEST 147 STREET","RIVERSIDE DRIVE","BROADWAY",NA,"MANHATTAN",NA,NA,30,"D"," ",37,998166,240873,"CM",1,9,1,1,2011,2,25,-73.949716,40.827805,1293866700,210,"Hamilton Heights","MN04"
"I217",2011,115,1,1012011,225,"A","O","P",5,"FELONY",10,"V","Y","N","N"," ","N"," ",0,0,"Y"," ","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","Y","Y","Y","N","N","N","N","N","N","Y","N","Y","N","N","Y","Y","N","N","N","N","N","N","N",184,184,"Y","N"," "," ",NA,"M","Q",12311900,20,5,10,215,"BK","BR","M"," ","R",NA,NA,"STREET"," "," ","91 STREET","31 AVENUE",NA,"QUEENS",NA,NA,115,"C"," ",NA,1018140,216230,"CM",1,85,1,1,2011,2,25,-73.877666,40.760112,1293866700,211,"Jackson Heights","QN28"
"I218",2011,67,11,1012011,226,"1","O","P",10,"FEL",5,"P","Y","Y","N"," ","N"," ",0,0,"Y"," ","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","Y","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","Y","Y","Y","N","Y","N","N","N","N","N",164,164,"N","N"," "," ",NA,"F","W",12311900,22,5,7,150,"BL","BR","M"," ","R",NA,NA,"DRIVEWAY","198","EAST 96 STREET","CLARKSON AVENUE","WINTHROP STREET",NA,"BROOKLYN",NA,NA,67,"N"," ",NA,1005873,180332,"CM",1,20,1,1,2011,2,26,-73.922062,40.661619,1293866760,212,"Rugby-Remsen Village","BK96"
"I219",2011,120,873,1012011,230,"A","O","P",1,"GLA",5,"V","Y","N","N"," ","N"," ",0,0,"N"," ","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","Y","Y","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N",120,120,"Y","N","V","S",NA,"M","B",8081993,17,5,11,180,"BK","BR","M"," ","R",NA,NA,"STREET"," "," ","ELLINGTON STREET","RICHMOND ROAD",NA,"STATEN IS",NA,NA,120,"B"," ",NA,NA,NA,"CM",1,46,1,1,2011,2,30,NA,NA,1293867000,NA,NA,NA
"I220",2011,67,18,1012011,230,"1","O","P",1,"FEL",15,"P","Y","Y","N"," ","N"," ",0,0,"Y"," ","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",67,67,"N","N"," "," ",NA,"M","B",12311900,19,5,9,180,"BK","BR","M"," ","R",NA,NA,"STREET","198","EAST 96 STREET","CLARKSON AVENUE","WINTHROP STREET",NA,"BROOKLYN",NA,NA,67,"N"," ",NA,1005873,180332,"CM",1,20,1,1,2011,2,30,-73.922062,40.661619,1293867000,213,"Rugby-Remsen Village","BK96"
"I221",2011,19,11,1012011,230,"1","I","T",2,"FEL",3,"V","Y","N","N"," ","N"," ",0,0,"Y"," ","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N",860,860,"N","N"," "," ",NA,"M","B",12311900,34,5,10,165,"BK","BR","T"," ","R",NA,NA,"S/B PLAT"," "," ","LEXINGTON AVENUE","EAST 63 STREET",NA,"MANHATTAN",NA,NA,19,"A"," ",NA,993569,217891,"CM",1,45,1,1,2011,2,30,-73.966358,40.764731,1293867000,214,"Upper East Side-Carnegie Hill","MN40"
"I222",2011,67,17,1012011,230,"1","O","P",1,"FEL",15,"P","Y","Y","N"," ","N"," ",0,0,"Y"," ","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",67,67,"N","N"," "," ",NA,"M","B",12311900,21,5,11,175,"BK","BR","M"," ","R",NA,NA,"STREET","198","EAST 96 STREET","CLARKSON AVENUE","WINTHROP STREET",NA,"BROOKLYN",NA,NA,67,"N"," ",NA,1005873,180332,"CM",1,20,1,1,2011,2,30,-73.922062,40.661619,1293867000,215,"Rugby-Remsen Village","BK96"
"I223",2011,67,20,1012011,230,"1","O","P",1,"FEL",15,"P","Y","Y","N"," ","N"," ",0,0,"Y"," ","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",67,67,"N","N"," "," ",NA,"M","B",12311900,25,6,0,190,"BK","BR","M"," ","R",NA,NA,"STREET","198","EAST 96 STREET","CLARKSON AVENUE","WINTHROP STREET",NA,"BROOKLYN",NA,NA,67,"N"," ",NA,1005873,180332,"CM",1,20,1,1,2011,2,30,-73.922062,40.661619,1293867000,216,"Rugby-Remsen Village","BK96"
"I224",2011,67,19,1012011,230,"1","O","P",1,"FEL",15,"P","Y","Y","N"," ","N"," ",0,0,"Y"," ","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",67,67,"N","N"," "," ",NA,"M","B",12311900,38,6,0,200,"BK","BR","M"," ","R",NA,NA,"STREET","198","EAST 96 STREET","CLARKSON AVENUE","WINTHROP STREET",NA,"BROOKLYN",NA,NA,67,"N"," ",NA,1005873,180332,"CM",1,20,1,1,2011,2,30,-73.922062,40.661619,1293867000,217,"Rugby-Remsen Village","BK96"
"I225",2011,115,49,1012011,230,"A","O","P",1,"FEL",4,"V","Y","N","N"," ","N"," ",0,0,"Y"," ","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","Y","N","N","N","N","Y","N","Y","Y","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N",115,115,"Y","N"," "," ",NA,"M","Q",9261990,20,5,8,170,"BK","BR","M"," ","R",NA,NA,"SIDEWALK","98-12","34 AVENUE","99 STREET","98 STREET",NA,"QUEENS",NA,NA,115,"H"," ",NA,1020282,214482,"CM",1,14,1,1,2011,2,30,-73.869944,40.755306,1293867000,218,"North Corona","QN26"
"I226",2011,23,160,1012011,230,"1","O","P",1,"FELONY",1,"V","Y","N","N"," ","N"," ",0,0,"Y"," ","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","N","Y","N","N","N","N","N","Y","N","Y","N","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","N",23,23,"Y","N"," "," ",NA,"M","Q",12311900,27,5,8,170,"BR","GR","T"," ","R",NA,NA,"STREET"," "," ","3 AVENUE","EAST 101 STREET",NA,"MANHATTAN",NA,NA,23,"B"," ",NA,998926,226510,"CM",1,9,1,1,2011,2,30,-73.947001,40.788381,1293867000,219,"East Harlem South","MN33"
"I227",2011,19,12,1012011,230,"1","I","T",2,"FEL",3,"V","Y","N","N"," ","N"," ",0,0,"Y"," ","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N",860,860,"N","N"," "," ",NA,"M","W",12311900,33,6,1,190,"BA","BL","M"," ","R",NA,NA,"S/B PLAT"," "," ","LEXINGTON AVENUE","EAST 63 STREET",NA,"MANHATTAN",NA,NA,19,"F"," ",NA,993569,217891,"CM",1,45,1,1,2011,2,30,-73.966358,40.764731,1293867000,220,"Upper East Side-Carnegie Hill","MN40"
"I228",2011,73,67,1012011,231,"1","O","P",2,"GLA",15,"P","Y","N","N"," ","Y","RECKLESS DRIVING",0,0,"Y"," ","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N",73,73,"N","N"," "," ",NA,"Z","B",4301985,25,6,0,160,"BK","BR","T"," ","R",NA,NA,"RESIDENTIAL"," "," ","SAINT JOHNS PLACE","HOWARD AVENUE",NA,"BROOKLYN",NA,NA,73,"C","3",NA,1006476,183377,"CM",1,46,1,1,2011,2,31,-73.919879,40.669976,1293867060,221,"Ocean Hill","BK79"
"I229",2011,23,165,1012011,235,"1","O","P",2,"FELONY",3,"V","Y","N","N"," ","N"," ",0,0,"N"," ","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",23,23,"Y","N","V","S",NA,"M","B",12311900,20,5,8,170,"BR","BR","M"," ","R",NA,NA,"STREET"," "," ","MADISON AVENUE","EAST 109 STREET",NA,"MANHATTAN",NA,NA,23,"F"," ",NA,998622,229118,"CM",1,20,1,1,2011,2,35,-73.948093,40.79554,1293867300,222,"East Harlem South","MN33"
"I230",2011,14,1,1012011,235,"1","I","T",5,"MISD",10,"P","Y","N","N"," ","N"," ",0,0,"Y"," ","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","Y","N","N","N","N","N","N","N",872,872,"N","N"," "," ",NA,"M","W",12311900,32,6,0,180,"BR","BR","M"," ","R",NA,NA,"PLAT"," "," ","8 AVENUE","WEST 42 STREET",NA,"MANHATTAN",NA,NA,14,"H","11",NA,987078,215157,"CM",1,20,1,1,2011,2,35,-73.989792,40.757232,1293867300,223,"Clinton","MN15"
"I231",2011,67,16,1012011,236,"1","I","P",1,"FEL",15,"P","Y","Y","N"," ","N"," ",0,0,"Y"," ","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",67,67,"N","N"," "," ",NA,"F","B",12311900,20,5,10,150,"BK","BR","M"," ","R",NA,NA,"STREET","198","EAST 96 STREET","CLARKSON AVENUE","WINTHROP STREET",NA,"BROOKLYN",NA,NA,67,"N"," ",NA,1005873,180332,"CM",1,20,1,1,2011,2,36,-73.922062,40.661619,1293867360,224,"Rugby-Remsen Village","BK96"
"I232",2011,23,82,1012011,240,"1","O","P",1,"MISD",5,"P","Y","N","N"," ","N"," ",0,0,"Y"," ","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",23,23,"Y","N"," "," ",NA,"F","B",12311900,18,5,10,165,"BR","BR","M"," ","R",NA,NA,"SIDEWALK"," "," ","1 AVENUE","EAST 103 STREET",NA,"MANHATTAN",NA,NA,23,"A"," ",NA,1000456,226260,"CM",1,20,1,1,2011,2,40,-73.941476,40.787692,1293867600,225,"East Harlem South","MN33"
"I233",2011,90,2,1012011,240,"A","O","P",1,"GLA",3,"P","Y","N","N"," ","N"," ",0,0,"Y"," ","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N",90,90,"N","N"," "," ",NA,"M","B",5061983,27,5,10,180,"BK","BR","M"," ","R",NA,NA,"STREET","385","BROADWAY","HOOPER STREET","KEAP STREET",NA,"BROOKLYN",NA,NA,90,"E"," ",18,996833,196965,"CM",1,46,1,1,2011,2,40,-73.954615,40.707291,1293867600,226,"North Side-South Side","BK73"
"I234",2011,103,296,1012011,240,"1","O","P",1,"FEL",5,"V","Y","N","N"," ","N"," ",0,0,"N"," ","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","Y","Y","Y","N","N","N","Y","N","N","Y","N","Y","N","N","Y","Y","N","N","N","N","N","N","N",103,103,"Y","N","V","S",NA,"M","P",10281982,28,6,3,210,"BK","BR","H"," ","R",NA,NA,"STREET"," "," ","JAMAICA AVENUE","178 STREET",NA,"QUEENS",NA,NA,103,"C","5",NA,1044328,197275,"CM",1,85,1,1,2011,2,40,-73.783305,40.707947,1293867600,227,"Jamaica","QN61"
"I235",2011,33,7,1012011,240,"A","O","P",5,"FEL",3,"V","Y","N","N"," ","N"," ",0,0,"Y"," ","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N",33,33,"Y","N"," "," ",NA,"M","P",12311900,40,5,8,175,"BK","BR","M"," ","R",NA,NA,"STREET","654","WEST 161 STREET","RIVERSIDE DRIVE","FORT WASHINGTON AVENUE",NA,"MANHATTAN",NA,NA,33,"B","6",NA,999374,244408,"CM",1,85,1,1,2011,2,40,-73.945343,40.837505,1293867600,228,"Washington Heights South","MN36"
"I236",2011,115,51,1012011,240,"A","O","P",1,"FEL",15,"V","Y","N","N"," ","N"," ",0,0,"Y"," ","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","Y","N","N","Y","Y","N","Y","N","Y","N","N","N","N","N","N","N","N","N",115,115,"N","N"," "," ",NA,"M","Q",9151988,22,5,2,120,"BK","BR","T"," ","R",NA,NA,"SIDEWALK"," "," ","ROOSEVELT AVENUE","111 STREET",NA,"QUEENS",NA,NA,115,"I"," ",NA,1024193,213129,"CM",1,9,1,1,2011,2,40,-73.855835,40.751576,1293867600,229,"North Corona","QN26"
"I237",2011,115,59,1012011,240,"A","O","P",1,"FEL",15,"P","Y","N","N"," ","N"," ",0,0,"Y"," ","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","N","Y","N","Y","N","N","N","N","N","N","N","N","N",115,115,"Y","N"," "," ",NA,"M","Q",10071991,19,5,3,125,"BR","BR","T"," ","R",NA,NA,"SIDEWALK"," "," ","ROOSEVELT AVENUE","111 STREET",NA,"QUEENS",NA,NA,115,"I"," ",NA,1024193,213129,"CM",1,9,1,1,2011,2,40,-73.855835,40.751576,1293867600,230,"North Corona","QN26"
"I238",2011,43,1,1012011,245,"1","I","H",1,"MISD",4,"V","Y","N","N"," ","N"," ",0,0,"Y"," ","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","Y","N","N","N","N","N","N","N","Y","Y","Y","N","N","N","N","N","N","N","Y","Y","N","Y","N","N","N","N","N",808,808,"N","N"," "," ",NA,"F","B",12311900,22,5,6,155,"BK","BR","M"," ","R",NA,NA,"HALLWAY","1757","STORY AVENUE","TAYLOR AVENUE","ROSEDALE AVENUE",NA,"BRONX",NA,NA,43,"C"," ",NA,1021178,239210,"CM",1,28,1,1,2011,2,45,-73.866574,40.823174,1293867900,231,"Soundview-Castle Hill-Clason Point-Harding Park","BX09"
"I239",2011,23,122,1012011,245,"1","O","H",1,"MISD",3,"P","Y","N","N"," ","N"," ",0,0,"Y"," ","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N",805,805,"N","N"," "," ",NA,"F","P",12311900,12,5,3,120,"BK","BR","M"," ","R",NA,NA,"SIDEWALK"," ","EAST 105 STREET","ROOSEVELT DRIVE","1 AVENUE",NA,"MANHATTAN",NA,NA,23,"A"," ",NA,1000710,226718,"CM",1,20,1,1,2011,2,45,-73.940558,40.788949,1293867900,232,"East Harlem South","MN33"
"I240",2011,41,12,1012011,245,"A","I","P",1,"CPW",8,"P","Y","N","N"," ","N"," ",0,0,"Y"," ","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N",41,41,"Y","N"," "," ",NA,"M","B",7081987,23,6,0,180,"BK","BR","H"," ","R",NA,NA,"BUILDING","920","PROSPECT AVENUE","EAST 163 STREET","EAST 162 STREET",NA,"BRONX",NA,NA,41,"I","9",7,1011721,238680,"CM",1,20,1,1,2011,2,45,-73.900745,40.821754,1293867900,233,"Longwood","BX33"
"I241",2011,67,5,1012011,245,"1","O","P",2,"FEL",10,"P","Y","Y","N"," ","N"," ",0,0,"Y"," ","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","Y","N","N","N","N","N","Y","N","Y","N","Y","N","N","N","N","Y","Y","N","N","N","N","N","N","N",67,67,"N","N"," "," ",NA,"M","B",12311900,18,5,6,150,"BK","BR","T"," ","R",NA,NA,"DRIVEWAY","198","EAST 96 STREET","CLARKSON AVENUE","WINTHROP STREET",NA,"BROOKLYN",NA,NA,67,"N"," ",NA,1005873,180332,"CM",1,20,1,1,2011,2,45,-73.922062,40.661619,1293867900,234,"Rugby-Remsen Village","BK96"
"I242",2011,122,9,1012011,245,"1","O","H",5,"ASSAULT",5,"R","Y","N","N"," ","N"," ",0,0,"Y"," ","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N",122,122,"Y","N"," "," ",NA,"M","B",12311900,21,6,2,180,"BK","BR","M"," ","R",NA,NA,"STREET"," "," ","KRAMER STREET","LAMPORT BOULEVARD",NA,"STATEN IS",NA,NA,122,"I"," ",NA,962402,156773,"CM",1,9,1,1,2011,2,45,-74.078672,40.596954,1293867900,235,"Grasmere-Arrochar-Ft. Wadsworth","SI14"
"I243",2011,120,1034,1012011,245,"A","O","P",2,"CPW",2,"V","Y","N","Y","CPW","N"," ",0,0,"N"," ","Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","Y","Y","Y","N","Y","Y","Y","N","N","N","N","Y","Y","N","N","N","Y","N","N","N",120,120,"Y","N","V","S",NA,"M","Q",8031975,35,5,6,155,"BR","BR","M"," ","R",NA,NA,"COMM"," "," ","RICHMOND TERRACE","PORT RICHMOND AVENUE",NA,"STATEN IS",NA,NA,120,"P"," ",NA,947737,172603,"CM",1,20,1,1,2011,2,45,-74.131564,40.640356,1293867900,236,"Port Richmond","SI28"
"I244",2011,25,23,1012011,245,"1","O","H",1,"FEL",1,"P","Y","N","N"," ","N"," ",0,0,"Y"," ","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N",833,833,"Y","N"," "," ",NA,"M","Q",12311900,24,6,0,175,"BK","BR","M"," ","R",NA,NA,"STREET"," "," ","MADISON AVENUE","EAST 135 STREET",NA,"MANHATTAN",NA,NA,25,"E"," ",NA,1001960,235143,"CM",1,20,1,1,2011,2,45,-73.936022,40.812071,1293867900,237,"East Harlem North","MN34"
"I245",2011,67,4,1012011,245,"1","O","P",2,"FEL",10,"P","Y","Y","N"," ","N"," ",0,0,"Y"," ","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","Y","N","N","Y","N","N","N","N","N","Y","N","Y","N","Y","N","N","N","N","Y","Y","N","N","N","N","N","N","N",67,67,"N","N"," "," ",NA,"M","W",12311900,19,5,9,160,"BK","BR","T"," ","R",NA,NA,"DRIVEWAY","198","EAST 96 STREET","CLARKSON AVENUE","WINTHROP STREET",NA,"BROOKLYN",NA,NA,67,"N"," ",NA,1005873,180332,"CM",1,20,1,1,2011,2,45,-73.922062,40.661619,1293867900,238,"Rugby-Remsen Village","BK96"
"I246",2011,33,1,1012011,248,"A","O","P",1,"FEL",5,"V","Y","N","N"," ","N"," ",0,0,"Y"," ","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N",33,33,"Y","N"," "," ",NA,"M","B",12311900,25,5,7,190,"BK","BR","H"," ","R",NA,NA,"STREET"," "," ","BROADWAY","WEST 168 STREET",NA,"MANHATTAN",NA,NA,33,"B","6",NA,1000916,245710,"CM",1,85,1,1,2011,2,48,-73.939767,40.841076,1293868080,239,"Washington Heights South","MN36"
